order_id,customer_id,order_date
91,27,2024-05-30
92,27,2024-06-22
93,27,2024-11-11
94,28,2023-03-12
95,29,2023-01-26
96,29,2023-04-14
97,29,2023-05-10
98,29,2024-01-21
99,29,2024-03-29
100,29,2024-05-16
101,30,2023-05-20
102,30,2023-10-24
103,30,2023-11-09
104,30,2024-05-23
105,30,2024-11-29
106,31,2023-03-15
107,31,2023-04-07
108,31,2023-06-22
109,31,2023-09-06
110,31,2024-01-27
111,31,2024-04-06
112,31,2024-05-08
113,32,2023-01-30
114,32,2024-09-09
115,32,2024-09-20
116,32,2024-10-23
117,32,2024-11-18
118,33,2023-04-11
119,33,2023-11-01
120,33,2024-06-04
121,33,2024-06-10
122,33,2024-06-20
123,33,2024-07-12
124,33,2024-09-23
125,33,2024-12-22
126,34,2024-03-24
127,35,2023-03-06
128,35,2023-06-09
129,35,2023-06-11
130,35,2023-08-03
131,35,2023-09-30
132,35,2024-02-18
133,35,2024-06-05
134,35,2024-08-15
135,35,2024-08-25
136,35,2024-09-26
137,35,2024-12-10
138,36,2023-01-11
139,36,2023-04-12
140,36,2023-05-15
141,36,2023-07-08
142,36,2023-08-13
143,36,2024-01-24
144,36,2024-03-31
145,36,2024-07-28
146,37,2023-01-19
147,37,2023-05-18
148,37,2023-07-22
149,37,2023-07-24
150,37,2024-03-06
151,37,2024-12-02
152,38,2023-03-15
153,38,2023-03-23
154,38,2023-04-07
155,38,2023-06-20
156,38,2023-12-29
157,38,2024-05-04
158,39,2023-04-26
159,39,2023-10-04
160,39,2024-05-10
161,39,2024-05-31
162,39,2024-06-13
163,39,2024-07-28
164,39,2024-08-04
165,40,2023-05-22
166,40,2024-03-24
167,40,2024-05-27
168,40,2024-11-20
169,40,2024-11-23
170,41,2023-02-18
171,41,2023-06-24
172,41,2023-11-07
173,41,2024-10-16
174,42,2023-04-08
175,42,2023-06-03
176,42,2024-06-13
177,42,2024-09-01
178,42,2024-10-11
179,42,2024-10-24
180,43,2023-03-18
181,43,2023-04-28
182,43,2023-07-06
183,43,2023-10-14
184,43,2024-05-05
185,43,2024-07-20
186,44,2024-03-27
187,44,2024-05-04
188,44,2024-07-03
189,45,2023-01-08
190,45,2024-01-09
191,46,2023-01-02
192,46,2023-03-24
193,46,2023-03-24
194,46,2023-08-25
195,46,2024-02-04
196,47,2023-01-12
197,47,2023-02-12
198,47,2023-04-15
199,47,2023-05-01
200,47,2023-05-07
201,47,2023-07-24
202,47,2023-12-13
203,47,2024-06-11
204,47,2024-07-15
205,47,2024-08-15
206,48,2023-12-10
207,48,2024-08-17
208,49,2024-01-17
209,49,2024-06-29
210,49,2024-09-05
211,49,2024-12-22
212,50,2023-02-12
213,50,2024-12-28
214,51,2023-06-29
215,51,2023-11-25
216,53,2023-04-04
217,53,2023-07-29
218,53,2023-12-23
219,53,2024-01-12
220,53,2024-02-14
221,53,2024-05-13
222,53,2024-09-10
223,53,2024-11-02
224,54,2023-03-17
225,54,2023-08-01
226,54,2024-08-20
227,54,2024-09-20
228,54,2024-11-21
229,55,2023-03-19
230,55,2023-06-18
231,55,2024-07-13
232,55,2024-08-05
233,56,2023-07-15
234,57,2023-08-24
235,57,2024-04-23
236,57,2024-09-30
237,58,2023-08-17
238,58,2023-10-21
239,59,2023-01-08
240,59,2023-02-18
241,59,2023-06-02
242,59,2024-09-09
243,60,2023-01-03
244,60,2023-02-23
245,60,2023-03-18
246,60,2023-06-02
247,60,2023-06-17
248,60,2023-07-26
249,60,2023-09-26
250,60,2024-06-26
251,60,2024-07-23
252,61,2023-05-15
253,61,2023-07-18
254,61,2024-01-06
255,61,2024-02-04
256,61,2024-06-26
257,61,2024-08-14
258,61,2024-08-16
259,61,2024-09-08
260,61,2024-12-23
261,62,2023-05-30
262,62,2024-03-16
263,62,2024-11-07
264,63,2023-01-04
265,63,2023-04-20
266,63,2023-06-12
267,63,2024-02-24
268,63,2024-02-28
269,63,2024-05-08
270,63,2024-10-21
271,65,2023-05-14
272,65,2023-08-19
273,65,2023-12-26
274,65,2024-06-12
275,66,2023-07-18
276,66,2024-02-16
277,66,2024-02-20
278,67,2023-01-27
279,67,2024-03-28
280,67,2024-12-04
281,67,2024-12-14
282,68,2023-03-16
283,68,2023-06-04
284,68,2023-09-11
285,68,2023-11-04
286,68,2023-11-14
287,68,2024-03-06
288,68,2024-04-05
289,68,2024-08-21
290,68,2024-10-24
291,69,2023-02-13
292,69,2023-03-10
293,69,2023-12-31
294,69,2024-06-27
295,70,2024-06-07
296,71,2023-12-14
297,71,2024-10-14
298,72,2023-01-26
299,72,2023-03-13
300,72,2023-05-21
301,72,2023-10-08
302,72,2024-03-23
303,72,2024-05-10
304,72,2024-06-23
305,72,2024-08-18
306,73,2023-05-14
307,73,2023-09-15
308,73,2023-11-05
309,73,2024-11-09
310,74,2023-01-29
311,74,2023-05-14
312,74,2023-08-11
313,74,2023-09-22
314,74,2024-04-06
315,74,2024-05-15
316,74,2024-05-27
317,74,2024-05-28
318,74,2024-11-24
319,74,2024-12-02
320,75,2023-07-20
321,75,2024-08-08
322,75,2024-09-30
323,76,2023-03-29
324,76,2023-05-24
325,76,2024-08-23
326,76,2024-09-30
327,77,2023-06-22
328,77,2023-07-04
329,77,2023-09-28
330,77,2023-11-23
331,77,2024-03-19
332,77,2024-05-01
333,77,2024-07-31
334,77,2024-10-06
335,77,2024-12-31
336,78,2023-01-07
337,78,2023-02-10
338,78,2024-05-15
339,79,2023-01-03
340,79,2023-08-16
341,79,2023-10-05
342,79,2024-05-11
343,80,2023-01-04
344,80,2023-02-14
345,80,2023-02-19
346,80,2023-03-09
347,80,2023-06-25
348,80,2023-09-13
349,80,2024-03-09
350,81,2023-07-28
351,81,2023-08-15
352,81,2023-09-01
353,81,2023-12-06
354,81,2024-02-07
355,81,2024-07-07
356,81,2024-09-10
357,81,2024-10-31
358,81,2024-12-28
359,82,2024-07-11
360,83,2023-01-10
361,83,2024-02-01
362,83,2024-02-27
363,83,2024-03-07
364,84,2023-07-12
365,84,2023-11-17
366,84,2024-09-02
367,85,2023-08-22
368,85,2023-09-29
369,85,2023-11-03
370,85,2023-11-18
371,85,2023-12-06
372,85,2024-07-23
373,85,2024-10-09
374,85,2024-10-09
375,86,2024-01-28
376,87,2023-05-16
377,87,2023-08-19
378,87,2023-12-29
379,87,2024-11-09
380,87,2024-11-30
381,88,2023-11-23
382,88,2024-06-21
383,88,2024-07-03
384,88,2024-07-14
385,90,2023-01-10
386,90,2023-03-15
387,90,2024-05-31
388,90,2024-12-12
389,91,2023-04-28
390,91,2023-09-05
391,93,2023-06-08
392,94,2023-03-01
393,94,2023-08-11
394,94,2024-05-29
395,94,2024-09-27
396,94,2024-09-30
397,95,2023-01-20
398,95,2023-09-13
399,95,2023-10-29
400,95,2023-11-25
401,95,2024-08-25
402,95,2024-09-18
403,95,2024-12-29
404,96,2023-01-26
405,96,2023-09-13
406,96,2023-10-24
407,97,2023-02-02
408,97,2023-05-02
409,97,2023-08-25
410,98,2023-04-21
411,98,2023-06-14
412,98,2023-07-08
413,98,2023-10-12
414,98,2024-03-18
415,98,2024-05-05
416,99,2024-06-11
417,100,2023-08-19
418,100,2024-05-16
419,101,2023-01-16
420,101,2023-02-14
421,101,2023-05-23
422,101,2023-12-25
423,101,2024-01-30
424,101,2024-02-15
425,101,2024-02-29
426,101,2024-08-07
427,101,2024-08-27
428,102,2023-01-09
429,102,2023-04-14
430,102,2023-04-21
431,102,2024-05-29
432,102,2024-06-05
433,102,2024-08-03
434,103,2023-01-20
435,103,2023-01-23
436,103,2023-06-24
437,103,2023-06-26
438,103,2024-06-01
439,103,2024-06-09
440,103,2024-11-04
441,104,2024-03-29
442,104,2024-12-28
443,105,2023-01-16
444,105,2023-08-15
445,106,2023-02-04
446,106,2024-01-05
447,108,2023-03-28
448,108,2023-06-13
449,108,2023-08-16
450,108,2023-08-31
451,108,2023-11-13
452,108,2023-12-10
453,108,2024-10-11
454,109,2023-02-28
455,109,2023-04-25
456,109,2024-01-29
457,109,2024-01-29
458,109,2024-04-03
459,109,2024-04-13
460,109,2024-08-19
461,109,2024-09-22
462,109,2024-10-02
463,109,2024-11-15
464,109,2024-12-31
465,111,2023-10-15
466,111,2024-11-05
467,112,2024-09-04
468,113,2023-08-20
469,114,2023-04-17
470,114,2023-06-11
471,114,2023-11-03
472,114,2024-01-20
473,114,2024-02-03
474,114,2024-02-28
475,114,2024-03-09
476,114,2024-11-08
477,114,2024-11-26
478,114,2024-11-26
479,115,2023-01-05
480,116,2023-03-30
481,116,2023-05-01
482,116,2023-08-05
483,116,2023-11-03
484,116,2023-12-05
485,116,2024-11-19
486,117,2023-04-27
487,117,2024-01-12
488,117,2024-02-02
489,117,2024-02-28
490,117,2024-03-31
491,117,2024-06-06
492,117,2024-11-11
493,118,2023-05-19
494,118,2023-09-15
495,118,2024-05-12
496,118,2024-05-27
497,119,2023-01-25
498,119,2023-02-19
499,119,2023-10-14
500,119,2023-11-07
501,119,2024-05-09
502,119,2024-07-25
503,119,2024-09-15
504,122,2023-11-01
505,122,2024-08-18
506,123,2023-01-01
507,123,2023-01-09
508,123,2024-03-16
509,124,2024-03-05
510,124,2024-06-28
511,125,2024-01-12
512,126,2023-09-05
513,126,2024-03-07
514,127,2024-02-22
515,127,2024-09-07
516,128,2023-02-23
517,128,2023-10-01
518,128,2023-11-16
519,128,2023-12-14
520,128,2024-03-20
521,128,2024-06-20
522,128,2024-07-03
523,128,2024-08-22
524,128,2024-11-01
525,128,2024-12-27
526,129,2023-06-12
527,129,2024-05-25
528,129,2024-08-24
529,130,2023-03-19
530,130,2024-07-18
531,130,2024-08-02
532,131,2023-01-03
533,131,2023-04-17
534,131,2023-04-18
535,131,2023-05-07
536,131,2023-05-29
537,131,2023-08-08
538,131,2023-08-09
539,131,2023-10-12
540,131,2024-01-24
541,131,2024-02-13
542,131,2024-03-21
543,131,2024-04-05
544,131,2024-06-30
545,131,2024-07-03
546,131,2024-07-29
547,132,2024-03-09
548,133,2023-03-06
549,133,2023-09-01
550,133,2024-05-12
551,133,2024-10-27
552,133,2024-12-30
553,134,2023-10-15
554,134,2024-01-05
555,134,2024-06-20
556,134,2024-08-15
557,134,2024-08-17
558,135,2023-01-30
559,135,2023-03-01
560,135,2023-05-03
561,135,2023-11-02
562,135,2024-06-22
563,135,2024-06-26
564,135,2024-09-15
565,135,2024-11-25
566,135,2024-12-20
567,136,2023-06-06
568,136,2023-09-18
569,136,2024-03-09
570,136,2024-10-26
571,137,2023-03-17
572,137,2023-10-05
573,137,2023-10-06
574,137,2024-06-22
575,137,2024-12-07
576,138,2023-08-18
577,138,2023-12-30
578,138,2024-04-29
579,138,2024-08-27
580,138,2024-09-28
581,138,2024-12-06
582,139,2023-01-20
583,139,2024-03-30
584,139,2024-08-13
585,140,2023-11-27
586,140,2024-10-02
587,140,2024-10-03
588,142,2023-01-15
589,142,2023-02-11
590,142,2024-03-10
591,142,2024-11-30
592,143,2023-06-01
593,143,2024-02-18
594,143,2024-08-30
595,144,2024-04-01
596,144,2024-10-07
597,145,2023-05-29
598,145,2023-06-27
599,145,2023-07-12
600,145,2023-08-07
601,145,2023-09-29
602,145,2023-11-13
603,145,2024-05-19
604,145,2024-07-26
605,145,2024-09-22
606,146,2023-07-28
607,146,2024-02-21
608,146,2024-04-12
609,146,2024-07-23
610,146,2024-11-09
611,147,2023-08-21
612,147,2023-10-09
613,147,2023-11-01
614,147,2023-11-24
615,147,2023-12-26
616,148,2024-02-16
617,148,2024-07-11
618,148,2024-09-04
619,149,2023-05-07
620,149,2024-04-04
621,149,2024-11-13
622,150,2023-07-06
623,150,2023-11-02
624,150,2024-01-31
625,150,2024-03-14
626,151,2023-03-21
627,151,2023-10-04
628,151,2023-10-10
629,151,2023-11-24
630,152,2023-02-10
631,152,2023-07-15
632,152,2023-07-20
633,152,2023-08-11
634,152,2023-08-25
635,152,2024-01-06
636,152,2024-03-08
637,152,2024-04-26
638,152,2024-05-28
639,152,2024-06-02
640,152,2024-06-08
641,152,2024-07-02
642,152,2024-10-21
643,152,2024-10-24
644,153,2024-06-10
645,154,2023-09-04
646,154,2024-01-09
647,155,2023-01-23
648,155,2023-02-20
649,155,2023-06-05
650,155,2023-09-27
651,155,2024-06-04
652,156,2024-05-02
653,156,2024-11-29
654,157,2023-10-31
655,157,2023-12-17
656,157,2024-01-10
657,157,2024-04-11
658,158,2023-05-10
659,158,2023-08-30
660,158,2024-01-03
661,158,2024-09-17
662,158,2024-12-09
663,160,2023-01-03
664,160,2023-01-16
665,160,2023-11-27
666,160,2024-04-16
667,160,2024-05-18
668,160,2024-06-07
669,160,2024-10-01
670,161,2024-05-14
671,161,2024-10-08
672,161,2024-10-25
673,162,2023-03-15
674,162,2024-02-12
675,164,2023-05-09
676,164,2024-02-20
677,164,2024-08-31
678,165,2024-07-07
679,166,2023-02-13
680,166,2023-03-07
681,166,2023-03-22
682,166,2023-09-06
683,166,2023-09-07
684,166,2023-12-16
685,166,2023-12-20
686,166,2024-05-13
687,166,2024-08-20
688,166,2024-08-29
689,166,2024-09-17
690,166,2024-11-06
691,167,2023-04-03
692,167,2023-04-22
693,167,2023-05-28
694,167,2023-07-03
695,167,2023-08-25
696,167,2024-07-23
697,167,2024-09-12
698,168,2023-07-14
699,168,2024-04-13
700,168,2024-06-12
701,169,2023-10-08
702,169,2023-10-29
703,169,2024-03-17
704,169,2024-08-02
705,169,2024-10-18
706,171,2023-08-03
707,171,2024-04-17
708,171,2024-04-23
709,171,2024-05-08
710,171,2024-10-26
711,172,2023-06-11
712,173,2023-02-08
713,173,2023-03-04
714,173,2023-08-06
715,173,2023-10-09
716,173,2023-12-02
717,173,2024-01-04
718,173,2024-03-07
719,173,2024-04-03
720,173,2024-05-13
721,173,2024-06-14
722,173,2024-09-15
723,173,2024-09-22
724,173,2024-10-03
725,173,2024-10-12
726,173,2024-10-20
727,174,2023-05-30
728,174,2024-10-04
729,175,2023-02-09
730,175,2023-10-14
731,175,2023-11-24
732,176,2023-01-16
733,176,2024-01-22
734,176,2024-01-30
735,176,2024-01-31
736,176,2024-12-25
737,177,2023-02-01
738,177,2023-09-07
739,178,2023-06-18
740,178,2023-09-03
741,178,2023-09-15
742,178,2023-11-04
743,178,2024-01-18
744,179,2023-07-27
745,179,2024-08-14
746,179,2024-09-09
747,180,2023-01-08
748,180,2023-11-07
749,180,2023-11-08
750,180,2024-01-24
751,180,2024-03-13
752,180,2024-03-16
753,180,2024-05-03
754,180,2024-09-21
755,180,2024-12-27
756,181,2023-01-18
757,181,2023-04-14
758,181,2023-04-27
759,181,2023-05-02
760,181,2023-05-20
761,181,2023-07-29
762,181,2023-09-23
763,181,2024-03-21
764,181,2024-10-22
765,181,2024-12-30
766,182,2023-02-28
767,182,2024-03-15
768,182,2024-11-26
769,182,2024-12-29
770,183,2024-03-15
771,183,2024-07-24
772,183,2024-11-09
773,184,2023-06-19
774,184,2024-04-21
775,184,2024-08-04
776,185,2023-09-19
777,186,2024-10-23
778,187,2023-04-01
779,188,2023-09-06
780,189,2024-10-05
781,189,2024-10-17
782,190,2024-09-17
783,190,2024-12-18
784,191,2023-05-10
785,191,2024-03-27
786,191,2024-04-03
787,191,2024-08-10
788,191,2024-09-24
789,192,2023-02-09
790,192,2023-03-18
791,192,2023-07-11
792,192,2023-09-30
793,192,2023-10-02
794,192,2024-10-03
795,193,2023-03-25
796,193,2023-11-12
797,193,2024-09-10
798,194,2023-04-06
799,194,2023-04-22
800,194,2023-06-03
801,194,2023-08-01
802,194,2023-10-21
803,194,2024-05-03
804,194,2024-05-26
805,194,2024-12-31
806,195,2024-08-12
807,196,2023-03-25
808,196,2023-05-19
809,196,2023-07-15
810,196,2024-01-01
811,196,2024-01-27
812,196,2024-07-08
813,197,2023-12-04
814,197,2024-08-15
815,198,2023-12-25
816,198,2024-01-11
817,198,2024-03-19
818,199,2023-03-15
819,199,2023-06-05
820,199,2023-08-16
821,199,2023-10-08
822,199,2024-09-19
823,200,2023-09-20
824,200,2024-03-21
825,200,2024-04-07
826,200,2024-08-13
827,200,2024-12-08
828,200,2024-12-23
829,201,2023-12-09
830,201,2024-01-18
831,201,2024-12-22
832,202,2023-11-02
833,202,2024-09-10
834,203,2023-07-17
835,203,2023-07-26
836,203,2023-08-14
837,203,2024-01-24
838,203,2024-05-20
839,203,2024-08-28
840,204,2023-08-26
841,204,2023-12-25
842,204,2024-04-12
843,204,2024-07-23
844,204,2024-10-03
845,205,2023-01-28
846,205,2023-02-28
847,205,2023-05-09
848,205,2024-03-07
849,205,2024-03-22
850,205,2024-03-29
851,205,2024-06-16
852,205,2024-11-12
853,206,2023-12-24
854,206,2024-10-02
855,207,2023-01-13
856,207,2023-05-08
857,207,2023-06-12
858,207,2023-08-07
859,207,2023-09-22
860,207,2024-01-09
861,207,2024-03-05
862,207,2024-11-04
863,207,2024-11-27
864,207,2024-12-23
865,208,2023-04-15
866,208,2024-11-01
867,209,2023-02-04
868,209,2024-11-03
869,210,2024-07-27
870,211,2023-01-18
871,211,2023-03-27
872,211,2024-10-05
873,211,2024-10-09
874,212,2023-02-10
875,213,2023-02-05
876,213,2024-05-28
877,213,2024-12-23
878,214,2023-07-02
879,214,2023-07-14
880,214,2024-04-17
881,214,2024-05-05
882,214,2024-09-10
883,214,2024-10-01
884,215,2023-07-14
885,215,2023-09-18
886,215,2023-11-18
887,215,2024-02-25
888,215,2024-03-08
889,215,2024-05-01
890,215,2024-08-08
891,216,2023-12-23
892,216,2024-01-20
893,216,2024-04-10
894,216,2024-10-09
895,217,2023-03-06
896,217,2023-08-08
897,217,2023-12-27
898,217,2024-02-10
899,218,2023-06-09
900,218,2023-06-12
901,218,2023-12-17
902,218,2024-01-13
903,218,2024-08-02
904,219,2023-01-27
905,219,2023-12-19
906,219,2024-02-04
907,219,2024-10-14
908,219,2024-10-16
909,220,2023-01-01
910,220,2024-08-13
911,220,2024-12-26
912,221,2023-01-08
913,221,2023-08-25
914,221,2023-11-20
915,221,2024-07-12
916,222,2023-05-22
917,222,2024-02-23
918,222,2024-12-25
919,223,2023-04-04
920,223,2023-04-28
921,223,2023-08-23
922,223,2024-08-29
923,223,2024-11-01
924,224,2023-04-10
925,224,2023-06-25
926,224,2024-06-13
927,224,2024-08-15
928,224,2024-08-17
929,224,2024-09-26
930,224,2024-10-05
931,225,2023-04-21
932,225,2023-10-14
933,225,2024-04-16
934,225,2024-11-08
935,226,2023-01-13
936,226,2023-02-11
937,226,2023-03-23
938,226,2023-12-24
939,226,2024-02-20
940,226,2024-03-02
941,227,2023-08-05
942,227,2024-05-06
943,227,2024-12-09
944,228,2024-07-12
945,228,2024-11-03
946,229,2023-07-11
947,229,2023-08-04
948,229,2024-03-08
949,230,2023-12-23
950,230,2024-06-04
951,231,2023-05-21
952,231,2023-07-22
953,231,2023-08-12
954,231,2023-08-31
955,231,2023-11-03
956,231,2023-12-05
957,231,2024-07-27
958,231,2024-08-20
959,231,2024-08-31
960,232,2024-03-15
961,232,2024-12-14
962,233,2023-01-02
963,233,2023-01-12
964,233,2023-06-20
965,233,2023-07-14
966,233,2024-06-11
967,234,2024-06-19
968,234,2024-08-11
969,234,2024-11-04
970,236,2023-01-07
971,236,2023-08-08
972,237,2023-05-08
973,237,2024-04-29
974,237,2024-05-23
975,237,2024-07-23
976,237,2024-10-17
977,238,2023-02-05
978,238,2023-04-13
979,238,2024-01-24
980,239,2023-03-18
981,239,2023-04-04
982,239,2023-05-28
983,239,2024-04-27
984,240,2024-02-26
985,241,2024-08-27
986,242,2023-03-01
987,242,2023-06-16
988,242,2023-09-03
989,242,2023-11-27
990,242,2024-05-15
991,242,2024-08-11
992,242,2024-08-31
993,243,2023-09-06
994,243,2024-03-03
995,244,2024-05-18
996,245,2023-02-25
997,245,2023-12-13
998,246,2023-01-16
999,246,2023-05-05
1000,246,2023-06-29
1001,246,2024-05-24
1002,246,2024-06-24
1003,246,2024-07-08
1004,246,2024-07-17
1005,246,2024-12-29
1006,248,2024-11-02
1007,249,2023-03-31
1008,250,2023-04-04
1009,250,2024-04-15
1010,250,2024-05-08
1011,250,2024-05-23
1012,251,2024-06-15
1013,252,2023-05-31
1014,252,2023-11-10
1015,252,2024-05-09
1016,252,2024-06-24
1017,252,2024-07-12
1018,252,2024-08-19
1019,252,2024-09-02
1020,252,2024-09-30
1021,253,2023-02-08
1022,253,2023-04-05
1023,253,2023-06-14
1024,253,2023-11-10
1025,253,2024-02-01
1026,253,2024-03-25
1027,253,2024-04-09
1028,253,2024-09-06
1029,253,2024-10-05
1030,254,2023-03-08
1031,254,2023-05-13
1032,254,2024-02-15
1033,255,2023-03-11
1034,255,2023-07-05
1035,255,2023-08-17
1036,255,2024-02-01
1037,255,2024-11-26
1038,255,2024-12-07
1039,256,2023-10-27
1040,256,2024-01-03
1041,256,2024-03-27
1042,257,2023-03-03
1043,257,2023-05-18
1044,257,2023-07-29
1045,257,2023-08-19
1046,257,2023-10-15
1047,257,2023-10-27
1048,257,2023-10-30
1049,257,2024-10-27
1050,258,2023-06-14
1051,258,2023-07-14
1052,258,2023-08-05
1053,258,2023-11-23
1054,258,2024-10-16
1055,258,2024-11-06
1056,259,2024-05-21
1057,260,2023-04-28
1058,260,2023-07-16
1059,260,2023-08-03
1060,260,2023-10-11
1061,260,2023-12-29
1062,260,2024-10-08
1063,260,2024-11-12
1064,261,2023-03-23
1065,261,2023-07-28
1066,261,2023-09-01
1067,261,2023-10-09
1068,261,2023-10-31
1069,261,2024-05-10
1070,261,2024-10-04
1071,261,2024-11-25
1072,261,2024-12-02
1073,262,2023-03-19
1074,262,2023-06-11
1075,262,2023-06-25
1076,262,2024-09-25
1077,262,2024-11-13
1078,263,2023-09-21
1079,263,2024-04-08
1080,263,2024-09-09
1081,264,2024-02-03
1082,265,2024-11-01
1083,266,2023-02-27
1084,266,2023-09-07
1085,266,2024-03-30
1086,267,2023-12-17
1087,267,2024-06-12
1088,267,2024-08-25
1089,267,2024-09-09
1090,267,2024-10-07
1091,268,2023-12-04
1092,268,2023-12-25
1093,268,2024-01-27
1094,268,2024-08-11
1095,269,2023-07-11
1096,269,2024-04-05
1097,269,2024-12-30
1098,270,2024-05-06
1099,270,2024-06-12
1100,271,2023-01-18
1101,271,2023-03-07
1102,271,2023-10-28
1103,271,2024-01-10
1104,271,2024-02-19
1105,271,2024-02-20
1106,272,2023-03-13
1107,272,2023-07-09
1108,272,2023-07-17
1109,272,2023-07-20
1110,272,2023-10-12
1111,272,2023-12-06
1112,272,2023-12-15
1113,272,2024-01-20
1114,272,2024-02-17
1115,272,2024-04-25
1116,272,2024-05-22
1117,273,2023-11-10
1118,273,2024-04-03
1119,273,2024-07-17
1120,274,2023-03-12
1121,274,2023-09-12
1122,274,2024-08-25
1123,275,2023-03-24
1124,275,2024-02-09
1125,275,2024-03-28
1126,275,2024-12-09
1127,276,2023-01-28
1128,276,2023-05-08
1129,276,2023-05-17
1130,276,2024-08-31
1131,277,2023-02-05
1132,277,2023-06-03
1133,277,2024-01-28
1134,277,2024-07-19
1135,277,2024-09-23
1136,278,2023-05-12
1137,278,2023-08-14
1138,278,2024-06-12
1139,278,2024-06-26
1140,279,2024-09-03
1141,279,2024-11-30
1142,280,2023-02-02
1143,280,2023-08-24
1144,280,2023-11-28
1145,280,2023-12-25
1146,280,2024-01-20
1147,280,2024-03-07
1148,280,2024-05-12
1149,280,2024-07-09
1150,280,2024-11-21
1151,281,2023-02-15
1152,281,2023-03-07
1153,281,2023-07-15
1154,281,2023-09-16
1155,282,2023-07-28
1156,282,2024-06-27
1157,282,2024-10-17
1158,282,2024-10-22
1159,282,2024-12-19
1160,283,2023-06-23
1161,283,2023-10-21
1162,283,2024-10-16
1163,284,2023-09-20
1164,284,2023-12-19
1165,284,2024-06-29
1166,285,2023-01-01
1167,285,2023-12-19
1168,285,2024-04-26
1169,285,2024-10-07
1170,285,2024-10-13
1171,286,2023-12-18
1172,287,2023-01-11
1173,287,2023-02-10
1174,287,2023-03-21
1175,287,2024-01-02
1176,287,2024-04-04
1177,287,2024-12-21
1178,288,2023-02-28
1179,288,2023-05-01
1180,288,2023-05-03
1181,288,2023-08-26
1182,288,2023-10-25
1183,288,2023-11-03
1184,288,2024-07-20
1185,288,2024-08-07
1186,288,2024-09-07
1187,289,2023-03-25
1188,289,2023-03-30
1189,289,2023-06-02
1190,289,2023-12-26
1191,289,2024-06-04
1192,289,2024-07-26
1193,290,2024-09-18
1194,291,2023-11-20
1195,292,2023-01-09
1196,292,2023-08-29
1197,292,2023-11-07
1198,292,2024-02-09
1199,292,2024-07-27
1200,292,2024-08-09
1201,293,2023-04-26
1202,293,2023-07-09
1203,293,2023-09-09
1204,294,2023-08-08
1205,294,2024-01-12
1206,294,2024-03-08
1207,295,2023-07-24
1208,295,2024-07-10
1209,295,2024-10-23
1210,296,2023-08-16
1211,297,2023-10-17
1212,297,2024-01-13
1213,297,2024-01-17
1214,297,2024-03-02
1215,297,2024-10-13
1216,298,2023-02-17
1217,298,2023-06-15
1218,298,2023-07-21
1219,298,2023-09-29
1220,298,2023-11-17
1221,298,2024-01-20
1222,298,2024-03-04
1223,298,2024-05-04
1224,298,2024-05-06
1225,298,2024-12-26
1226,299,2023-04-11
1227,299,2023-04-16
1228,299,2023-07-17
1229,299,2023-12-07
1230,299,2024-10-08
1231,299,2024-12-06
1232,300,2023-04-12
1233,300,2023-06-29
1234,300,2023-08-10
1235,300,2023-09-13
1236,300,2023-09-22
1237,300,2024-01-08
1238,300,2024-01-14
1239,300,2024-03-15
1240,300,2024-03-23
1241,300,2024-07-20
1242,300,2024-10-12
1243,300,2024-11-20
1244,301,2024-07-15
1245,302,2023-06-04
1246,302,2023-06-06
1247,302,2023-07-04
