customer_id,signup_date,region,age,income_band
471,2023-09-27,South,42,Low
472,2023-10-21,East,36,Mid
473,2023-06-07,North,43,Mid
474,2023-06-20,West,52,Mid
475,2023-08-20,East,18,Low
476,2023-10-14,West,38,Low
477,2023-11-06,East,29,Mid
478,2023-01-07,East,22,Mid
479,2023-08-31,East,19,Low
480,2023-02-09,West,38,High
481,2023-04-16,East,43,High
482,2023-10-30,South,41,Low
483,2023-04-02,North,54,Mid
484,2023-10-18,East,39,Mid
485,2023-06-18,North,45,Low
486,2023-03-26,North,56,Mid
487,2023-05-02,North,48,Low
488,2023-07-13,East,60,Low
489,2023-10-07,North,28,High
490,2023-08-10,East,54,Mid
491,2023-12-07,West,50,Low
492,2023-11-13,West,45,Mid
493,2023-10-02,South,18,High
494,2023-08-09,East,43,Mid
495,2023-04-16,East,58,High
496,2023-05-31,South,48,High
497,2023-02-13,East,18,Low
498,2023-05-17,North,31,Mid
499,2023-12-05,West,44,Mid
500,2023-06-05,North,56,Mid
501,2023-02-11,West,38,Low
502,2023-08-26,East,58,Low
503,2023-12-18,North,55,Low
504,2023-11-13,East,30,Mid
505,2023-04-11,North,27,Mid
506,2023-06-15,West,60,Mid
507,2023-07-13,East,45,Mid
508,2023-04-01,North,57,Low
509,2023-04-09,North,61,Low
510,2023-03-28,West,37,Mid
511,2023-12-30,South,20,Mid
512,2023-09-30,West,60,Mid
513,2023-11-03,West,45,Low
514,2023-10-26,East,23,Mid
515,2023-12-17,South,42,High
516,2023-02-08,East,19,Low
517,2023-11-18,West,31,Low
518,2023-01-25,North,34,Mid
519,2023-06-23,South,39,Mid
520,2023-08-05,North,44,High
521,2023-05-11,South,57,High
522,2023-02-23,East,34,Mid
523,2023-03-12,South,52,Low
524,2023-10-29,East,62,Mid
525,2023-04-27,South,53,High
526,2023-04-24,North,29,Mid
527,2023-12-04,South,49,High
528,2023-02-22,West,31,Mid
529,2023-12-01,East,40,Low
530,2023-12-03,South,47,Mid
531,2023-08-07,West,31,Mid
532,2023-03-02,North,18,Low
533,2023-02-26,South,57,Low
534,2023-04-14,North,52,Mid
535,2023-07-30,West,23,Low
536,2023-02-26,East,35,Low
537,2023-06-16,East,30,Mid
538,2023-02-12,North,63,Mid
539,2023-07-17,North,62,Mid
540,2023-01-08,East,50,High
541,2023-09-16,South,38,High
542,2023-01-21,West,20,Mid
543,2023-03-13,West,29,Low
544,2023-03-05,South,22,Mid
545,2023-10-31,East,55,Low
546,2023-01-20,West,22,Mid
547,2023-06-06,South,49,Mid
548,2023-08-04,East,62,Low
549,2023-07-08,West,32,Mid
550,2023-09-06,North,50,Mid
551,2023-10-21,West,59,High
552,2023-05-24,North,38,Low
553,2023-10-30,East,39,High
554,2023-04-27,West,27,Low
555,2023-12-26,East,38,Mid
556,2023-07-04,South,59,High
557,2023-09-26,East,49,Low
558,2023-11-16,North,27,Low
559,2023-10-17,North,42,Mid
560,2023-11-07,South,51,Mid
561,2023-07-15,East,21,Low
562,2023-01-16,South,53,Mid
563,2023-06-29,North,27,Mid
564,2023-03-08,West,31,Low
565,2023-11-21,South,37,Mid
566,2023-03-28,South,41,Mid
567,2023-03-25,South,61,Low
568,2023-04-02,North,28,Mid
569,2023-08-23,East,30,Low
570,2023-07-28,South,35,High
571,2023-12-13,North,58,Mid
572,2023-06-01,West,63,Mid
573,2023-04-14,West,39,Mid
574,2023-01-18,East,50,Mid
575,2023-01-03,West,61,Mid
576,2023-05-17,West,57,Mid
577,2023-12-04,South,50,Mid
578,2023-07-11,East,43,Mid
579,2023-11-23,East,64,Low
580,2023-02-07,South,29,Low
581,2023-02-04,North,35,Mid
582,2023-11-01,North,51,Mid
583,2023-02-08,East,18,Mid
584,2023-01-19,West,41,Mid
585,2023-05-28,West,58,Mid
586,2023-12-04,South,26,Mid
587,2023-09-09,North,55,Mid
588,2023-02-06,South,37,High
589,2023-11-02,East,58,Low
590,2023-11-04,West,47,Mid
591,2023-10-20,West,25,Low
592,2023-11-26,West,52,Mid
593,2023-03-29,West,20,Mid
594,2023-12-24,West,29,Mid
595,2023-04-28,South,59,Mid
596,2023-10-20,North,59,Mid
597,2023-07-31,North,20,Low
598,2023-10-12,South,35,Mid
599,2023-08-18,South,22,Low
600,2023-08-23,North,30,High
601,2023-08-13,West,63,Mid
602,2023-10-12,North,27,Mid
603,2023-09-27,West,48,High
604,2023-02-19,West,55,Mid
605,2023-10-29,East,59,Mid
606,2023-07-15,East,34,Low
607,2023-04-28,South,50,Low
608,2023-07-07,East,40,High
609,2023-12-19,North,23,High
610,2023-11-10,West,28,Mid
611,2023-11-01,South,53,Low
612,2023-06-18,South,50,Low
613,2023-10-14,East,42,High
614,2023-05-21,East,54,Low
615,2023-09-08,South,50,Mid
616,2023-08-22,East,33,Low
617,2023-04-02,North,31,Low
618,2023-04-08,East,62,Mid
619,2023-01-23,South,63,High
620,2023-02-21,South,19,Mid
621,2023-06-08,North,55,Mid
622,2023-06-24,South,24,Mid
623,2023-03-02,South,58,High
624,2023-06-02,South,45,Mid
625,2023-08-09,North,50,Mid
626,2023-03-26,North,50,Mid
627,2023-05-04,East,46,Low
628,2023-05-15,North,29,Low
629,2023-07-04,East,55,High
630,2023-05-14,West,44,Mid
631,2023-09-26,South,43,Low
632,2023-04-30,West,32,Low
633,2023-06-08,North,18,High
634,2023-05-19,North,44,Mid
635,2023-03-08,East,34,Mid
636,2023-09-08,West,48,Low
637,2023-03-27,West,35,High
638,2023-04-19,North,63,High
639,2023-10-17,West,50,Mid
640,2023-12-13,South,39,Low
641,2023-09-02,South,51,Mid
642,2023-12-01,North,48,Mid
643,2023-11-08,West,47,Mid
644,2023-06-25,North,45,High
645,2023-10-09,West,61,Mid
646,2023-04-30,East,32,Low
647,2023-06-18,East,38,Mid
648,2023-07-15,East,29,Mid
649,2023-12-17,West,44,Low
650,2023-11-06,North,64,Low
651,2023-06-28,North,46,Mid
652,2023-08-27,East,27,Mid
653,2023-03-15,South,61,Mid
654,2023-10-21,North,55,Low
655,2023-07-21,North,38,Low
656,2023-07-14,South,24,Low
657,2023-10-07,North,36,Mid
658,2023-08-20,North,55,Mid
659,2023-01-27,West,45,Mid
660,2023-04-16,South,26,Mid
661,2023-03-06,West,25,Low
662,2023-09-26,West,63,Mid
663,2023-01-13,North,39,High
664,2023-03-15,East,50,Mid
665,2023-08-07,East,34,Low
666,2023-09-11,East,22,Mid
667,2023-07-03,North,37,Low
668,2023-11-11,North,50,Low
669,2023-12-02,North,33,Low
670,2023-02-18,East,46,Low
671,2023-12-14,West,38,Low
672,2023-08-13,East,33,Mid
673,2023-08-21,East,29,Low
674,2023-02-04,West,30,Mid
675,2023-08-15,East,30,High
676,2023-09-22,North,51,Mid
677,2023-07-31,West,33,Mid
678,2023-01-31,South,52,Mid
679,2023-07-10,North,32,Low
680,2023-12-08,East,33,Mid
681,2023-09-22,West,61,Mid
682,2023-02-20,South,59,Mid
683,2023-12-17,South,36,Mid
684,2023-12-16,North,30,Mid
685,2023-03-03,North,51,Mid
686,2023-10-20,North,21,Mid
687,2023-05-29,East,39,Mid
688,2023-08-05,West,46,High
689,2023-06-12,North,49,Mid
690,2023-10-13,South,23,High
691,2023-12-30,North,18,High
692,2023-10-18,North,31,Mid
693,2023-12-06,East,23,Low
694,2023-12-12,East,41,Low
695,2023-02-02,East,61,Mid
696,2023-04-03,South,31,Low
697,2023-09-21,East,39,Mid
698,2023-08-04,North,28,Mid
699,2023-01-19,North,20,High
700,2023-02-04,West,51,Mid
701,2023-07-09,West,30,Mid
702,2023-08-13,West,43,Mid
703,2023-03-03,West,50,Low
704,2023-03-04,East,57,Mid
705,2023-02-17,West,26,Low
706,2023-07-26,South,45,Mid
707,2023-01-03,North,60,High
708,2023-07-28,North,40,Mid
709,2023-06-23,North,19,Mid
710,2023-06-20,North,30,Mid
711,2023-09-05,South,55,Mid
712,2023-07-10,East,55,Mid
713,2023-09-23,West,32,Mid
714,2023-10-06,East,27,Low
715,2023-12-02,North,31,Mid
716,2023-10-19,East,29,Low
717,2023-07-08,South,52,Mid
718,2023-06-29,North,57,Mid
719,2023-03-28,South,20,Low
720,2023-08-07,South,52,Mid
721,2023-02-20,South,53,Low
722,2023-12-06,West,46,Low
723,2023-11-05,West,58,Low
724,2023-02-13,East,19,Low
725,2023-10-14,North,50,High
726,2023-02-12,West,23,High
727,2023-09-21,East,60,Mid
728,2023-02-02,North,41,Mid
729,2023-06-28,East,22,Mid
730,2023-08-29,South,53,High
731,2023-09-24,South,53,Mid
732,2023-06-02,North,39,Low
733,2023-12-03,East,32,Mid
734,2023-10-10,North,18,High
735,2023-03-18,North,60,Low
736,2023-09-02,North,26,Mid
737,2023-09-24,West,57,Low
738,2023-05-02,South,45,Low
739,2023-09-27,South,50,Mid
740,2023-11-24,South,50,Low
741,2023-10-26,West,58,High
742,2023-10-06,East,19,Mid
743,2023-08-20,West,64,Low
744,2023-04-09,South,20,Mid
745,2023-10-18,North,64,Mid
746,2023-05-13,East,30,Mid
747,2023-07-14,South,57,Mid
748,2023-04-25,West,21,Mid
749,2023-04-25,West,39,Mid
750,2023-02-27,South,43,Low
751,2023-12-17,West,62,Low
752,2023-02-23,East,23,Low
753,2023-02-01,South,19,Mid
754,2023-12-08,South,48,Low
755,2023-07-22,North,20,Mid
756,2023-06-09,West,54,Mid
757,2023-09-27,North,19,Mid
758,2023-05-20,South,63,Mid
759,2023-02-16,East,43,High
760,2023-09-24,North,62,High
761,2023-03-06,North,23,Low
762,2023-07-21,East,30,Mid
763,2023-12-13,North,39,Low
764,2023-12-08,South,19,Mid
765,2023-05-12,South,22,Mid
766,2023-10-12,North,33,Low
767,2023-08-12,North,52,Low
768,2023-06-24,West,51,Mid
769,2023-02-21,West,22,Mid
770,2023-05-18,North,20,Mid
771,2023-08-26,West,48,Low
772,2023-12-27,East,34,Low
773,2023-01-02,East,55,Mid
774,2023-09-19,East,32,Mid
775,2023-11-05,East,35,Low
776,2023-12-14,West,28,Low
777,2023-06-04,South,30,High
778,2023-02-13,East,51,Mid
779,2023-04-09,South,40,Mid
780,2023-11-07,North,48,Mid
781,2023-11-17,East,21,Mid
782,2023-08-21,North,43,Mid
783,2023-02-14,South,39,Low
784,2023-02-14,North,60,Low
785,2023-06-24,North,37,High
786,2023-08-03,East,22,High
787,2023-01-12,East,50,Mid
788,2023-09-08,South,25,Low
789,2023-07-18,North,60,Low
790,2023-01-05,South,36,Low
791,2023-02-04,South,54,High
792,2023-06-15,East,48,Mid
793,2023-09-21,East,39,Mid
794,2023-10-29,South,45,High
795,2023-06-07,South,26,Low
796,2023-04-18,West,21,Mid
797,2023-12-20,West,54,Low
798,2023-06-17,South,63,Low
799,2023-04-26,South,58,High
800,2023-06-11,North,32,High
801,2023-01-05,West,34,Low
802,2023-04-21,South,34,Low
803,2023-07-08,South,51,Mid
804,2023-12-02,West,47,Low
805,2023-09-27,East,55,Mid
806,2023-10-13,North,62,Mid
807,2023-07-18,North,36,Low
808,2023-02-10,North,49,Low
809,2023-05-23,East,41,Low
810,2023-12-30,North,62,High
811,2023-01-17,West,34,Low
812,2023-11-17,West,26,Mid
813,2023-09-07,East,35,Low
814,2023-04-14,East,47,Mid
815,2023-10-11,South,62,Low
816,2023-11-02,North,56,Low
817,2023-01-16,East,18,Mid
818,2023-02-08,North,41,Mid
819,2023-08-31,North,25,Low
820,2023-12-31,South,35,Low
821,2023-01-09,North,62,High
822,2023-08-31,South,64,Low
823,2023-02-19,East,25,Low
824,2023-08-26,West,24,Mid
825,2023-08-16,East,50,Low
826,2023-02-03,West,37,Mid
827,2023-09-06,South,38,Mid
828,2023-11-24,West,59,Mid
829,2023-11-12,East,61,Mid
830,2023-01-11,North,60,Mid
831,2023-03-31,West,54,Mid
832,2023-03-29,South,64,Low
833,2023-06-15,North,51,Low
834,2023-02-22,North,59,Mid
835,2023-11-08,South,43,Low
836,2023-10-11,South,20,Low
837,2023-10-23,East,56,Low
838,2023-03-14,West,61,Mid
839,2023-01-06,South,32,Low
840,2023-11-29,East,38,Mid
841,2023-04-16,South,44,Mid
842,2023-08-28,West,48,Mid
843,2023-11-28,North,49,Low
844,2023-01-14,North,36,Mid
845,2023-01-02,East,58,Low
846,2023-01-02,East,56,High
847,2023-02-27,West,62,Mid
848,2023-01-19,East,45,Low
849,2023-10-27,West,21,Mid
850,2023-08-10,South,57,Mid
851,2023-12-24,North,21,Mid
852,2023-10-20,North,27,Mid
853,2023-12-18,North,31,Mid
854,2023-03-29,South,26,Mid
855,2023-04-16,South,52,High
