order_item_id,order_id,product_id,quantity,unit_price
140,53,241,1,134.22
141,53,55,3,102.33
142,54,54,1,102.37
143,54,91,2,147.76
144,54,81,2,46.48
145,54,172,1,109.87
146,55,193,3,90.1
147,55,228,1,161.3
148,56,3,2,193.31
149,56,135,2,74.24
150,57,52,3,37.86
151,57,101,3,81.62
152,58,214,2,100.17
153,58,13,2,35.93
154,58,224,2,101.11
155,59,145,3,138.77
156,59,288,3,206.07
157,59,112,1,110.7
158,59,4,3,159.64
159,60,291,3,73.92
160,60,34,3,105.42
161,61,230,3,93.57
162,61,182,1,138.1
163,61,56,3,138.71
164,61,72,3,68.86
165,62,126,3,130.0
166,62,121,1,96.68
167,63,252,3,61.52
168,63,139,3,156.69
169,63,9,2,79.01
170,63,82,2,61.75
171,63,155,2,116.89
172,64,257,2,9.98
173,65,3,1,142.73
174,65,129,2,121.59
175,65,286,1,118.48
176,65,272,3,71.14
177,65,206,1,52.48
178,66,104,2,59.7
179,66,65,3,134.61
180,66,36,1,79.71
181,67,227,3,71.98
182,67,3,1,167.16
183,68,16,2,94.92
184,68,156,1,76.0
185,68,253,3,150.37
186,68,289,1,95.97
187,68,297,2,78.27
188,69,87,2,175.36
189,69,255,1,185.91
190,69,16,3,111.48
191,70,110,2,213.17
192,70,13,3,31.49
193,70,211,1,78.79
194,70,59,3,166.45
195,70,229,2,114.79
196,71,223,3,100.23
197,71,134,2,107.79
198,72,44,3,33.25
199,72,298,2,126.8
200,72,251,1,5.58
201,72,186,1,34.75
202,73,271,3,116.61
203,74,291,1,67.54
204,74,186,1,40.56
205,74,229,1,102.83
206,74,167,2,108.51
207,75,133,2,71.13
208,75,280,2,82.63
209,76,74,2,155.51
210,76,143,1,114.75
211,76,23,2,128.2
212,77,172,1,120.88
213,77,113,2,138.55
214,77,132,3,113.62
215,77,233,1,150.75
216,78,76,2,103.62
217,78,92,1,103.8
218,78,199,3,63.0
219,78,296,2,45.45
220,79,115,3,39.49
221,79,207,2,161.77
222,79,232,3,127.57
223,79,55,3,122.23
224,79,77,1,122.84
225,80,28,3,101.58
226,81,187,3,109.98
227,81,270,1,133.69
228,81,180,3,140.21
229,82,15,1,82.08
230,82,95,1,135.86
231,83,119,1,86.88
232,83,102,3,132.35
233,83,169,2,104.38
234,83,89,1,141.49
235,84,259,1,149.16
236,84,40,3,57.16
237,84,260,2,142.07
238,84,53,1,101.31
239,84,95,3,111.51
240,85,279,3,124.72
241,85,64,1,106.51
242,86,300,1,101.65
243,86,252,1,57.14
244,86,249,1,68.42
245,86,51,3,106.08
246,87,226,1,126.94
247,87,141,2,75.33
248,87,14,2,53.13
249,87,166,2,47.88
250,87,200,1,76.9
251,88,83,3,60.55
252,88,132,2,93.29
253,88,139,2,156.59
254,88,53,1,111.61
255,88,23,1,116.15
256,89,86,1,12.82
257,89,67,2,91.84
258,89,96,1,78.29
259,90,84,1,144.46
260,90,171,2,86.03
261,90,138,3,148.71
262,91,55,2,102.91
263,91,206,2,57.84
264,91,108,2,52.04
265,91,189,2,100.08
266,92,262,2,96.96
267,92,216,2,165.08
268,92,29,2,163.04
269,93,186,2,37.35
270,93,249,3,67.41
271,93,254,2,159.06
272,93,168,1,91.84
273,93,178,2,31.33
274,94,28,3,99.99
275,94,87,3,142.65
276,94,119,3,76.56
277,94,25,2,92.41
278,94,48,1,88.13
279,95,1,1,134.93
280,95,246,2,108.92
281,96,297,2,58.88
282,96,43,3,86.44
283,96,83,2,57.6
284,96,143,3,87.6
285,96,8,3,98.11
286,97,295,1,71.07
287,98,268,1,102.72
288,98,133,3,67.23
289,98,54,1,114.59
290,98,191,1,119.47
291,98,172,3,102.75
292,99,44,1,28.78
293,99,16,1,112.23
294,99,272,2,64.2
295,99,138,1,174.93
296,99,215,3,118.78
297,100,223,1,97.55
298,100,140,2,89.24
299,100,217,2,85.05
300,100,202,2,84.21
301,101,177,3,71.91
302,101,251,2,5.0
303,101,13,3,34.95
304,101,17,3,44.5
305,102,20,3,56.72
306,102,147,3,158.37
307,102,55,3,109.03
308,102,5,3,59.48
309,102,245,3,97.85
310,103,4,3,191.6
311,103,165,1,65.42
312,103,66,2,135.61
313,103,128,1,108.48
314,104,291,3,78.04
315,104,10,2,123.2
316,104,178,1,35.34
317,104,249,2,75.42
318,105,65,1,122.8
319,106,159,1,145.41
320,106,251,1,4.81
321,107,193,2,89.87
322,107,23,2,135.5
323,108,181,1,135.86
324,108,167,1,103.69
325,108,288,1,154.38
326,108,204,3,147.99
327,108,180,2,119.54
328,109,26,1,76.18
329,109,291,2,92.15
330,109,84,3,149.07
331,109,219,1,85.38
332,110,112,1,108.26
333,110,56,3,144.9
334,110,202,2,85.02
335,110,283,1,111.76
336,110,25,1,83.08
337,111,1,3,124.37
338,111,23,2,135.78
339,111,226,2,128.16
340,111,234,2,56.26
341,111,146,1,94.45
342,112,160,3,68.12
343,112,5,3,52.45
344,113,152,2,66.46
345,114,109,1,123.67
346,115,288,2,160.52
347,115,22,3,66.19
348,116,147,2,153.52
349,116,10,3,142.23
350,116,99,1,64.2
351,117,29,1,151.13
352,117,153,1,67.05
353,117,232,2,124.0
354,118,254,2,163.5
355,118,261,2,154.92
356,118,288,3,237.27
357,118,130,1,123.56
358,119,123,3,88.33
359,119,275,2,32.43
360,120,75,2,108.55
361,120,83,1,62.07
362,120,2,2,86.09
363,120,266,3,162.4
364,120,283,3,98.71
365,121,210,1,101.54
366,121,108,1,47.05
367,122,13,2,37.06
368,122,158,1,115.45
369,123,263,2,49.05
370,124,77,2,102.54
371,124,149,3,95.48
372,125,213,1,46.98
373,125,198,1,75.04
374,125,175,3,132.15
375,125,80,3,119.95
376,125,269,2,108.24
377,126,227,3,74.05
378,126,250,3,102.18
379,127,196,2,176.13
380,127,246,2,97.92
381,127,205,2,114.72
382,127,183,2,4.81
383,127,185,2,108.58
384,128,31,2,98.37
385,128,170,1,100.06
386,128,36,2,59.74
387,129,143,2,108.36
388,129,292,1,179.59
389,129,42,3,102.68
390,129,161,1,77.48
391,130,14,3,60.74
392,130,299,3,70.41
393,130,284,1,71.42
394,130,34,3,95.74
395,130,95,1,114.6
396,131,72,3,62.4
397,131,270,1,130.45
398,131,102,2,113.18
399,131,202,1,77.54
400,132,92,2,105.35
401,132,237,3,89.68
402,132,232,3,98.34
403,133,75,1,124.17
404,134,109,3,109.5
405,134,275,1,31.59
406,134,269,3,105.86
407,135,161,3,73.0
408,135,273,3,62.03
409,135,190,1,148.4
410,136,122,2,90.56
411,137,59,2,118.8
412,137,24,1,49.1
413,137,266,2,158.31
414,137,228,3,116.33
415,137,12,2,4.54
416,138,75,1,136.67
417,138,124,2,64.59
418,138,89,2,148.58
419,138,172,3,106.99
420,139,116,2,99.89
421,140,138,1,149.34
422,140,74,2,142.91
423,140,268,3,104.24
424,141,295,3,99.8
425,142,11,1,68.77
426,142,268,1,99.46
427,143,199,1,74.08
428,143,186,3,37.64
429,143,114,1,37.24
430,144,94,3,87.66
431,144,187,1,160.86
432,144,266,1,163.81
433,144,208,3,160.65
434,144,58,3,71.33
435,145,192,3,41.44
436,145,293,1,26.52
437,145,66,2,144.62
438,145,23,1,135.06
439,146,24,3,70.22
440,146,68,1,135.16
441,147,106,2,68.33
442,147,125,2,125.86
443,148,11,2,64.05
444,148,251,1,4.77
445,149,281,1,41.19
446,149,77,3,110.23
447,149,16,2,108.2
448,149,201,2,133.74
449,150,230,1,76.92
450,150,92,1,103.69
451,150,3,1,168.04
452,150,237,1,77.54
453,151,190,2,152.85
454,152,232,2,100.33
455,152,297,2,73.79
456,152,244,3,58.46
457,152,143,3,96.64
458,153,95,3,132.7
459,153,29,3,163.63
460,153,225,2,121.65
461,153,5,1,71.59
462,154,114,3,40.26
463,154,226,2,114.3
464,154,43,3,102.34
465,155,229,3,113.09
466,155,159,2,139.17
467,155,71,2,57.71
468,155,275,3,41.29
469,155,51,3,100.83
470,156,146,1,116.55
471,156,90,3,89.64
472,156,209,3,156.07
473,157,4,1,166.53
474,157,291,3,77.26
475,157,231,3,105.56
476,158,123,2,92.47
477,158,5,3,62.81
478,158,125,3,105.82
479,158,61,2,69.27
480,159,280,1,99.64
481,160,111,2,134.29
482,160,86,1,12.84
483,160,62,3,91.38
484,160,220,2,66.79
485,160,144,3,47.7
486,161,42,2,80.18
487,161,120,2,96.75
488,161,57,3,89.13
489,162,157,3,141.83
490,162,144,1,44.1
491,162,214,3,100.16
492,163,31,1,110.12
493,163,52,2,40.17
494,164,61,2,74.42
495,164,60,3,166.46
496,164,35,3,155.03
497,164,44,3,34.14
498,165,106,3,65.57
499,165,297,3,74.68
500,166,295,2,89.43
501,166,2,2,88.84
502,166,283,3,87.6
503,166,188,1,91.95
504,166,113,1,137.82
505,167,66,2,116.01
506,167,72,2,71.9
507,167,148,1,100.55
508,167,121,2,99.31
509,167,277,1,23.67
510,168,113,1,138.88
511,168,89,2,170.23
512,168,248,3,95.42
513,169,286,1,105.49
514,169,51,1,107.09
515,169,210,1,93.46
516,169,269,3,105.37
517,169,155,3,139.6
518,170,64,3,100.34
519,170,72,2,67.84
520,170,33,2,54.69
521,170,114,2,44.87
522,171,114,1,46.86
523,172,266,2,136.7
524,172,145,1,149.46
525,172,215,1,102.41
526,173,300,2,118.05
527,173,179,1,107.4
528,173,172,2,108.09
529,174,180,3,156.87
530,174,154,2,11.14
531,174,64,2,87.99
532,174,210,1,114.5
533,174,83,3,63.29
534,175,244,3,60.5
535,175,50,1,73.51
536,176,75,3,126.21
537,176,132,3,96.97
538,176,10,3,126.82
539,176,189,3,110.09
540,176,125,3,102.05
541,177,84,2,148.4
542,178,92,1,99.42
543,178,74,3,139.9
544,178,101,1,84.72
545,178,191,3,130.08
546,179,65,3,150.68
547,179,16,3,111.92
548,179,105,2,18.61
549,180,73,2,143.45
550,180,187,2,139.22
551,181,187,1,133.89
552,181,144,2,45.05
553,181,14,1,57.6
554,182,201,2,104.4
555,182,152,1,72.24
556,183,248,3,85.06
557,183,45,2,86.56
558,183,29,1,119.27
559,183,211,1,61.77
560,184,223,2,103.58
561,184,181,1,115.4
562,185,217,3,91.47
563,185,34,2,107.27
564,185,119,3,66.59
565,185,279,3,145.36
566,186,222,1,111.2
567,186,6,3,84.94
568,187,13,1,29.63
569,187,67,3,73.41
570,188,276,1,181.23
571,188,3,1,154.8
572,188,62,2,115.27
573,188,192,1,42.08
574,188,178,3,30.14
575,189,217,2,68.95
576,190,39,1,47.49
577,190,91,1,155.65
578,190,169,2,112.32
579,190,88,2,93.42
580,190,198,3,86.77
581,191,70,2,46.27
582,192,30,2,65.61
583,192,170,3,108.02
584,192,150,2,156.76
585,192,2,3,79.67
586,193,42,1,80.26
587,193,79,3,92.62
588,193,141,1,80.53
589,194,190,2,128.13
590,195,19,3,66.55
591,195,56,3,126.23
592,195,256,3,101.54
593,195,20,1,46.86
594,195,128,2,108.06
595,196,109,3,138.88
596,196,252,3,54.85
597,196,99,1,98.14
598,197,29,3,145.34
599,198,142,2,165.8
600,198,83,1,59.38
601,198,29,2,138.45
602,198,254,1,140.48
603,199,21,1,75.86
604,199,234,3,61.46
605,199,283,2,98.97
606,199,246,3,91.6
607,199,168,3,83.55
608,200,99,1,68.35
609,200,149,1,91.74
610,200,226,2,114.74
611,200,164,2,104.26
612,200,248,2,105.6
613,201,139,2,128.39
614,201,71,2,56.11
615,201,135,1,66.28
616,202,23,3,113.59
617,202,283,1,102.39
618,202,235,2,162.85
619,202,188,1,115.61
620,203,169,1,99.77
621,204,223,3,104.0
622,205,50,1,72.69
623,205,198,3,71.6
624,206,187,1,140.88
625,206,218,2,101.76
626,206,291,3,59.86
627,206,182,3,153.92
628,206,24,2,48.8
629,207,230,3,84.81
630,207,259,1,146.09
631,208,245,1,119.98
632,208,290,1,72.75
633,208,247,2,132.81
634,209,88,3,100.07
635,210,43,1,72.92
636,210,196,2,148.02
637,210,105,2,20.02
638,210,3,2,166.68
639,211,297,2,57.49
640,212,294,3,122.18
641,212,70,1,48.08
642,212,126,2,121.51
643,213,278,2,69.31
644,213,152,3,78.72
645,213,140,3,104.6
646,214,64,2,100.19
647,214,28,1,108.95
648,214,296,3,39.02
649,214,97,1,110.35
650,214,38,3,49.95
651,215,21,2,75.15
652,215,56,1,148.87
653,216,52,1,40.93
654,217,197,3,53.92
655,218,274,3,187.16
656,219,156,1,79.39
657,219,12,2,5.61
658,219,83,3,54.76
659,219,206,1,48.18
660,220,200,3,70.04
661,220,217,3,81.14
662,220,67,3,77.19
663,220,287,3,73.46
664,221,22,2,72.87
665,221,5,1,60.46
666,221,49,3,108.56
667,222,34,1,102.12
668,222,246,2,105.26
669,222,271,2,128.4
670,222,114,2,41.15
671,222,216,3,158.18
672,223,222,2,95.27
673,223,161,1,74.13
674,224,51,1,103.25
675,224,142,1,189.34
676,224,157,2,149.73
677,224,246,3,67.41
678,224,193,1,98.01
679,225,180,1,142.68
680,226,246,3,109.1
681,226,14,1,66.15
682,226,232,2,133.69
683,226,298,3,129.2
684,226,137,3,130.79
685,227,93,2,56.74
686,227,269,1,115.59
687,228,151,1,42.17
688,228,22,3,57.5
689,228,181,3,126.79
690,229,215,2,116.88
691,229,81,1,51.84
692,229,300,2,110.14
693,229,166,2,43.61
694,230,182,2,157.83
695,230,7,2,57.68
696,230,77,3,120.63
697,230,224,3,121.56
698,231,153,1,73.24
699,231,47,3,46.62
700,231,197,1,55.32
701,231,63,2,146.81
702,232,273,1,58.16
703,232,113,2,130.51
704,232,71,2,62.0
705,233,24,2,47.93
706,233,87,2,165.96
707,233,205,1,142.48
708,233,288,3,167.85
709,233,207,1,159.58
710,234,120,3,112.23
711,234,45,3,75.99
712,234,78,3,120.96
713,234,220,2,75.06
714,234,97,1,143.23
715,235,240,3,33.87
716,236,159,2,121.53
717,236,257,2,10.77
718,237,261,1,140.9
719,237,219,2,93.24
720,237,134,2,103.24
721,238,262,1,101.76
722,239,175,1,150.17
723,239,111,2,162.06
724,240,22,3,83.18
725,240,285,3,72.63
726,240,239,1,62.89
727,240,242,1,180.73
728,240,236,3,120.12
729,241,215,3,112.39
730,242,10,3,126.86
731,243,205,1,164.12
732,244,232,3,106.95
733,244,11,2,72.88
734,244,172,3,116.71
735,245,156,1,71.26
736,245,124,1,72.22
737,246,219,1,90.6
738,246,248,2,85.52
739,246,199,1,70.33
740,246,251,1,5.14
741,246,166,2,52.27
742,247,227,1,69.05
743,247,98,3,107.64
744,247,197,1,53.16
745,247,213,1,57.56
746,248,115,3,35.94
747,248,184,1,153.85
748,249,19,2,69.8
749,250,251,3,5.19
750,251,277,1,25.79
751,251,5,2,60.34
752,251,83,3,68.53
753,251,7,3,76.86
754,251,60,1,181.52
755,252,139,1,142.26
756,253,122,2,108.22
757,254,64,2,99.79
758,254,269,3,101.07
759,255,272,3,70.87
760,256,44,2,33.16
761,256,205,2,144.1
762,256,162,2,123.99
763,257,173,2,122.45
764,258,9,1,96.11
765,258,267,2,110.7
766,258,212,2,60.68
767,258,299,2,67.71
768,258,28,1,97.6
769,259,41,1,94.87
770,259,147,3,202.0
771,260,141,3,90.94
772,260,151,3,35.67
773,260,274,2,143.92
774,261,112,1,121.58
775,261,190,1,121.92
776,261,53,2,150.39
777,261,26,3,84.01
778,262,14,3,62.5
779,262,178,3,42.62
780,262,162,1,109.92
781,263,274,1,144.86
782,263,80,2,110.13
783,263,21,3,80.35
784,264,106,3,68.33
785,264,294,2,128.96
786,264,55,1,100.15
787,265,285,2,69.16
788,266,275,1,29.97
789,267,52,1,32.7
790,268,240,3,28.43
791,268,64,3,106.12
792,268,272,3,71.89
793,268,66,2,129.71
794,269,90,1,140.12
795,269,156,2,75.78
796,270,218,1,103.08
797,270,123,1,98.17
798,270,55,2,112.49
799,271,87,1,178.99
800,271,243,2,37.84
801,271,93,1,38.65
802,271,268,2,113.51
803,272,240,2,30.29
804,272,131,1,62.35
805,272,239,3,68.42
806,273,36,3,60.04
807,273,194,3,32.62
808,274,92,2,115.26
809,274,210,1,104.84
810,275,284,3,107.4
811,275,143,2,91.56
812,276,158,2,118.99
813,276,209,1,162.07
814,276,161,3,62.95
815,277,22,3,71.97
816,277,15,2,72.76
817,277,272,2,72.24
818,277,178,2,37.88
819,277,250,3,83.83
820,278,19,2,66.56
821,278,117,2,134.96
822,278,39,3,31.82
823,279,298,2,117.15
824,280,231,1,109.26
825,280,271,2,118.43
826,280,150,3,127.77
827,280,82,3,74.82
828,280,31,1,101.05
829,281,290,2,81.92
830,281,289,2,82.43
831,281,104,1,81.69
832,281,284,3,101.52
833,282,168,3,74.83
834,282,186,1,38.41
835,282,176,1,170.36
836,282,172,2,107.43
837,283,247,2,110.43
838,283,68,2,129.48
839,284,95,3,115.12
840,284,100,2,56.51
841,284,225,1,142.9
842,285,62,3,94.58
843,285,237,3,72.36
844,285,142,2,171.99
845,286,153,1,74.51
846,286,68,3,110.82
847,287,28,2,91.66
848,287,96,3,94.24
849,287,207,3,143.59
850,288,136,2,140.45
851,288,231,1,100.19
852,288,214,3,102.95
853,288,29,2,142.71
854,289,229,3,108.5
855,289,256,2,124.75
856,290,228,1,135.0
857,290,193,2,94.48
858,290,72,3,75.4
859,290,78,3,105.61
860,291,228,3,150.54
861,292,229,1,120.44
862,292,167,1,103.56
863,292,292,3,167.86
864,292,150,2,175.67
865,293,195,1,153.63
866,293,269,1,114.93
867,293,274,2,164.52
868,293,217,3,82.43
869,293,45,2,69.96
870,294,172,3,123.76
871,294,60,3,193.94
872,294,283,1,106.29
873,294,117,2,125.24
874,295,171,3,91.8
875,295,180,3,142.42
876,295,276,1,161.0
877,295,161,3,66.42
878,296,255,2,164.59
879,297,187,2,122.51
880,297,22,1,68.9
881,297,221,2,118.79
882,298,20,1,57.03
883,298,134,3,101.24
884,298,57,1,82.7
885,298,138,3,140.15
886,298,65,3,112.41
887,299,202,2,96.24
888,299,29,3,155.29
889,299,96,2,100.62
890,299,272,1,73.48
891,299,235,1,151.42
892,300,35,3,180.34
893,300,28,1,95.14
894,300,289,3,83.38
895,301,263,3,49.79
896,301,296,3,41.71
897,302,274,1,174.19
898,302,136,1,121.06
899,302,107,1,167.7
900,303,176,2,166.86
901,303,80,1,138.68
902,303,140,1,98.12
903,304,271,1,107.86
904,304,39,1,45.29
905,304,179,1,112.76
906,305,79,2,113.16
907,305,71,2,56.88
908,305,27,2,146.59
909,305,180,2,131.24
910,305,132,2,131.63
911,306,204,2,138.64
912,306,234,2,61.83
913,306,76,2,120.91
914,306,77,2,107.1
915,306,230,1,86.22
916,307,131,1,57.18
917,307,130,1,140.09
918,308,107,3,157.38
919,308,133,2,72.53
920,308,108,1,59.67
921,308,214,3,96.29
922,308,169,1,108.74
923,309,40,2,66.52
924,309,265,1,90.07
925,309,96,3,85.1
926,309,68,2,136.91
927,310,180,1,116.91
928,311,239,1,54.89
929,311,60,2,205.85
930,312,42,2,75.75
931,312,74,2,142.3
932,312,242,2,190.01
933,312,35,1,126.53
934,312,141,1,71.68
935,313,134,3,101.8
936,314,103,1,23.75
937,314,80,1,124.91
938,314,133,2,66.45
939,315,208,1,165.02
940,315,202,2,88.26
941,315,127,2,84.8
942,315,167,2,123.24
943,315,174,3,164.36
944,316,100,1,52.43
945,316,219,1,92.03
946,317,216,2,149.99
947,317,61,3,69.2
948,317,229,1,110.85
949,318,46,2,126.75
950,319,47,2,45.04
951,319,249,2,73.38
952,319,72,1,69.3
953,319,127,3,88.1
954,320,290,1,90.18
955,321,111,1,124.79
956,321,225,2,133.93
957,322,143,1,92.12
958,322,232,3,104.13
959,323,122,1,105.77
960,323,127,2,77.37
961,323,168,1,75.55
962,324,21,3,67.54
963,324,222,3,111.98
964,325,270,2,119.32
965,326,56,2,115.33
966,326,227,2,60.7
967,326,216,2,144.72
968,327,230,1,81.07
969,327,34,2,89.13
970,327,111,3,164.03
971,327,69,1,90.27
972,327,201,1,116.43
973,328,107,2,128.66
974,328,266,1,167.98
975,329,67,3,77.98
976,330,214,3,97.02
977,331,53,2,122.13
978,331,300,2,131.66
979,331,229,1,106.29
980,331,216,1,147.85
981,331,180,2,142.36
982,332,27,2,114.62
983,332,189,1,120.29
984,332,234,3,57.12
985,333,237,2,68.44
986,333,181,1,107.57
987,333,210,1,106.69
988,334,245,1,105.29
989,334,151,2,31.99
990,335,6,3,82.47
991,335,32,1,78.47
992,336,4,3,161.97
993,336,154,3,13.03
994,336,117,3,108.4
995,337,24,1,55.91
996,338,202,1,80.4
997,339,294,2,109.53
998,339,170,2,99.74
999,340,93,1,45.73
1000,340,107,2,142.55
1001,340,1,3,108.99
1002,340,222,3,96.68
1003,341,300,3,120.36
1004,341,32,1,74.3
1005,341,199,1,62.34
1006,342,252,2,49.22
1007,342,37,2,94.25
1008,342,130,3,127.96
1009,342,239,3,60.29
1010,342,271,2,134.98
1011,343,41,3,68.86
1012,343,244,3,55.49
1013,343,251,3,4.95
1014,343,172,2,117.76
1015,343,261,1,156.8
1016,344,255,1,145.62
1017,344,57,2,76.46
1018,344,128,1,146.48
1019,344,293,3,30.86
1020,345,129,1,136.2
1021,345,145,2,137.75
1022,346,130,3,126.47
1023,346,149,2,98.06
1024,347,208,1,150.31
1025,347,123,1,111.15
1026,347,273,3,60.61
1027,348,65,1,124.16
1028,349,53,3,135.81
1029,349,76,3,126.49
1030,349,232,1,124.99
1031,350,232,1,103.38
1032,351,238,3,78.38
1033,351,194,1,33.45
1034,351,273,2,62.94
1035,351,71,3,67.58
1036,351,6,2,105.74
1037,352,244,2,54.77
1038,352,151,3,37.35
1039,352,94,2,93.49
1040,352,18,3,48.71
1041,352,276,1,173.51
1042,353,122,3,116.94
1043,354,98,3,107.6
1044,354,11,1,60.72
1045,354,211,1,70.63
1046,354,267,1,118.46
1047,355,152,2,88.47
1048,356,139,3,155.56
1049,356,147,2,143.92
1050,357,280,2,118.5
1051,358,253,3,140.37
1052,358,23,3,136.56
1053,358,226,1,143.05
1054,358,252,2,61.36
1055,358,29,1,174.37
1056,359,92,1,121.87
1057,359,116,2,97.01
1058,359,212,3,59.18
1059,359,55,3,100.25
1060,360,288,3,208.64
1061,361,17,3,63.02
1062,361,123,1,121.24
1063,361,162,3,111.82
1064,362,107,3,155.37
1065,362,137,1,131.88
1066,362,50,2,67.33
1067,362,159,3,136.71
1068,362,58,3,82.22
1069,363,65,2,121.41
1070,363,3,1,186.83
1071,363,196,2,162.48
1072,363,112,1,116.04
1073,363,288,3,164.92
1074,364,75,3,142.58
1075,364,29,1,140.5
1076,364,102,3,92.87
1077,365,86,2,15.38
1078,365,233,2,152.76
1079,365,21,3,76.41
1080,365,124,3,67.04
1081,365,294,3,127.08
1082,366,124,3,55.37
1083,366,98,1,78.74
1084,366,32,2,83.15
1085,366,231,2,95.99
1086,367,299,1,58.72
1087,367,268,2,98.44
1088,367,173,1,122.13
1089,367,24,2,51.89
1090,368,278,2,73.03
1091,369,167,2,109.1
1092,370,142,2,162.02
1093,370,21,1,85.31
1094,370,74,2,142.31
1095,370,202,1,91.6
1096,370,55,1,117.53
1097,371,115,3,42.85
1098,371,51,2,121.02
1099,371,199,3,72.59
1100,371,279,1,128.17
1101,372,35,2,170.59
1102,372,273,1,68.36
1103,373,258,3,68.86
1104,373,191,3,118.91
1105,373,299,1,80.23
1106,373,121,3,107.43
1107,373,267,2,115.11
1108,374,102,1,112.14
1109,374,69,1,91.32
1110,375,12,2,5.65
1111,376,83,2,61.4
1112,377,121,1,95.55
1113,377,209,3,195.43
1114,377,167,1,94.33
1115,377,168,3,79.51
1116,378,110,1,228.23
1117,378,156,3,71.66
1118,378,112,2,99.25
1119,378,187,1,141.05
1120,379,215,2,126.01
1121,379,202,2,91.54
1122,379,85,2,169.31
1123,379,288,3,185.83
1124,380,122,1,110.36
1125,380,268,3,92.62
1126,380,262,3,84.87
1127,380,280,1,99.85
1128,381,21,1,74.37
1129,381,98,3,100.68
1130,381,20,3,58.07
1131,381,263,2,48.42
1132,381,146,2,121.92
1133,382,60,1,178.88
1134,383,268,1,93.57
1135,383,270,3,141.22
1136,383,232,2,115.07
1137,384,171,2,79.55
1138,384,185,1,108.27
1139,385,22,2,67.81
1140,385,249,3,81.4
1141,385,115,3,37.96
1142,385,49,1,109.58
1143,385,13,1,34.65
1144,386,52,1,39.39
1145,386,63,1,154.8
1146,386,209,3,170.58
1147,386,15,2,86.82
1148,387,196,3,145.61
1149,387,294,3,115.9
1150,388,87,3,131.68
